old_index,zip,locale,city,city_code,lat,lng,dist_to_centre
254,10301,Stapleton and St. George,"New York City, New York, USA",NYC,40.644798278808594,-74.08027648925781,12.115229675223762
255, 10304,Stapleton and St. George,"New York City, New York, USA",NYC,40.644798278808594,-74.08027648925781,12.115229675223762
256, 10305,Stapleton and St. George,"New York City, New York, USA",NYC,40.644798278808594,-74.08027648925781,12.115229675223762
257,10314,Mid-Island,"New York City, New York, USA",NYC,40.595001220703125,-74.18199920654297,19.739634463265606
258,75001,1er Arrondissement Paris,"Paris, France",PAR,48.860435485839844,2.341665029525757,0.7786872702716305
259,75002,2ème Arrondissement Paris,"Paris, France",PAR,48.86653518676758,2.34016489982605,1.3265717454093848
260,75003,3ème Arrondissement Paris,"Paris, France",PAR,48.86370086669922,2.361090898513794,1.0649010403998294
261,75004,4ème Arrondissement Paris,"Paris, France",PAR,48.856895446777344,2.350848913192749,0.0
262,75005,5ème Arrondissement Paris,"Paris, France",PAR,48.845401763916016,2.3448948860168457,1.350248590054572
263,75006,6ème Arrondissement Paris,"Paris, France",PAR,48.85057067871094,2.3329179286956787,1.488527572287199
264,75007,7ème Arrondissement Paris,"Paris, France",PAR,48.85798263549805,2.315109968185425,2.6174192477889613
265,75008,8ème Arrondissement Paris,"Paris, France",PAR,48.877716064453125,2.31654691696167,3.413944127200298
266,75009,9ème Arrondissement Paris,"Paris, France",PAR,48.87284851074219,2.339916944503784,1.9458072369592416
267,75011,11ème Arrondissement Paris,"Paris, France",PAR,48.85931396484375,2.377810001373291,1.9906692441380527
268,75012,12ème Arrondissement Paris,"Paris, France",PAR,48.840797424316406,2.3885788917541504,3.2902844385961068
269,75013,13ème Arrondissement Paris,"Paris, France",PAR,48.83191680908203,2.3558549880981445,2.80155227842412
270,75014,14ème Arrondissement Paris,"Paris, France",PAR,48.832763671875,2.3247430324554443,3.2938952668278536
271,75015,15ème Arrondissement Paris,"Paris, France",PAR,48.84199905395508,2.2995619773864746,4.102003626324898
272,75016,16ème Arrondissement Paris,"Paris, France",PAR,48.8551139831543,2.255462884902954,6.981358290377071
273,75017,17ème Arrondissement Paris,"Paris, France",PAR,48.8827018737793,2.3197240829467773,3.6628856875526665
274,75018,18ème Arrondissement Paris,"Paris, France",PAR,48.892398834228516,2.3449900150299072,3.970981753626955
275,75019,19ème Arrondissement Paris,"Paris, France",PAR,48.882572174072266,2.3826301097869873,3.6817205787756135
276,75116,16ème Arrondissement Paris,"Paris, France",PAR,48.863948822021484,2.27736496925354,5.432604751322984
